sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikipedia:4116:31:2,22,made,"This universal expansion was predicted from general relativity by Alexander Friedmann in 1922 and Georges Lemaître in 1927, well before Hubble made his 1929 analysis and observations, and it remains the cornerstone of the Big Bang theory as developed by Friedmann, Lemaître, Robertson, and Walker."
Wiki1k:wikipedia:4116:31:2,31,remains,"This universal expansion was predicted from general relativity by Alexander Friedmann in 1922 and Georges Lemaître in 1927, well before Hubble made his 1929 analysis and observations, and it remains the cornerstone of the Big Bang theory as developed by Friedmann, Lemaître, Robertson, and Walker."
Wiki1k:wikipedia:4116:31:2,40,developed,"This universal expansion was predicted from general relativity by Alexander Friedmann in 1922 and Georges Lemaître in 1927, well before Hubble made his 1929 analysis and observations, and it remains the cornerstone of the Big Bang theory as developed by Friedmann, Lemaître, Robertson, and Walker."
Wiki1k:wikipedia:4116:38:0,16,released,"In early 2003 the first results of the Wilkinson Microwave Anisotropy Probe (WMAP) were released, yielding what were at the time the most accurate values for some of the cosmological parameters."
Wiki1k:wikipedia:4116:38:0,18,yielding,"In early 2003 the first results of the Wilkinson Microwave Anisotropy Probe (WMAP) were released, yielding what were at the time the most accurate values for some of the cosmological parameters."
Wiki1k:wikipedia:4116:49:0,8,showed,"During the 1970s and 80s, various observations showed that there is not sufficient visible matter in the universe to account for the apparent strength of gravitational forces within and between galaxies."
Wiki1k:wikipedia:4116:49:0,20,account,"During the 1970s and 80s, various observations showed that there is not sufficient visible matter in the universe to account for the apparent strength of gravitational forces within and between galaxies."
Wiki1k:wikipedia:4116:49:1,1,led,This led to the idea that up to 90% of the matter in the universe is dark matter that does not emit light or interact with normal baryonic matter.
Wiki1k:wikipedia:4116:49:1,22,emit,This led to the idea that up to 90% of the matter in the universe is dark matter that does not emit light or interact with normal baryonic matter.
Wiki1k:wikipedia:4116:49:1,25,interact,This led to the idea that up to 90% of the matter in the universe is dark matter that does not emit light or interact with normal baryonic matter.
Wiki1k:wikipedia:4116:49:3,11,contains,"In particular, the universe today is far more lumpy and contains far less deuterium than can be accounted for without dark matter."
Wiki1k:wikipedia:4116:49:3,18,accounted,"In particular, the universe today is far more lumpy and contains far less deuterium than can be accounted for without dark matter."
Wiki1k:wikipedia:4116:4:1,4,formed,"Though simple atomic nuclei formed within the first three minutes after the Big Bang, thousands of years passed before the first electrically neutral atoms formed."
Wiki1k:wikipedia:4116:4:1,18,passed,"Though simple atomic nuclei formed within the first three minutes after the Big Bang, thousands of years passed before the first electrically neutral atoms formed."
Wiki1k:wikipedia:4116:4:1,25,formed,"Though simple atomic nuclei formed within the first three minutes after the Big Bang, thousands of years passed before the first electrically neutral atoms formed."
Wiki1k:wikipedia:4116:4:2,4,produced,"The majority of atoms produced by the Big Bang were hydrogen, along with helium and traces of lithium."
Wiki1k:wikipedia:4116:4:3,7,coalesced,"Giant clouds of these primordial elements later coalesced through gravity to form stars and galaxies, and the heavier elements were synthesized either within stars or during supernovae."
Wiki1k:wikipedia:4116:4:3,11,form,"Giant clouds of these primordial elements later coalesced through gravity to form stars and galaxies, and the heavier elements were synthesized either within stars or during supernovae."
Wiki1k:wikipedia:4116:4:3,21,synthesized,"Giant clouds of these primordial elements later coalesced through gravity to form stars and galaxies, and the heavier elements were synthesized either within stars or during supernovae."
Wiki1k:wikipedia:42261:19:1,3,known,The process is known as fertigation.
Wiki1k:wikipedia:42261:22:0,4,mounted,Sprinklers can also be mounted on moving platforms connected to the water source by a hose.
Wiki1k:wikipedia:42261:22:0,6,moving,Sprinklers can also be mounted on moving platforms connected to the water source by a hose.
Wiki1k:wikipedia:42261:22:0,8,connected,Sprinklers can also be mounted on moving platforms connected to the water source by a hose.
Wiki1k:wikipedia:42261:22:3,4,wound,"As the tubing is wound on the drum powered by the irrigation water or a small gas engine, the sprinkler is pulled across the field."
Wiki1k:wikipedia:42261:22:3,8,powered,"As the tubing is wound on the drum powered by the irrigation water or a small gas engine, the sprinkler is pulled across the field."
Wiki1k:wikipedia:42261:22:3,22,pulled,"As the tubing is wound on the drum powered by the irrigation water or a small gas engine, the sprinkler is pulled across the field."
Wiki1k:wikipedia:42261:22:4,3,arrives,When the sprinkler arrives back at the reel the system shuts off.
Wiki1k:wikipedia:42261:22:4,10,shuts,When the sprinkler arrives back at the reel the system shuts off.
Wiki1k:wikipedia:42261:22:5,5,known,"This type of system is known to most people as a """"waterreel"""" traveling irrigation sprinkler and they are used extensively for dust suppression, irrigation, and land application of waste water."
Wiki1k:wikipedia:42261:22:5,14,traveling,"This type of system is known to most people as a """"waterreel"""" traveling irrigation sprinkler and they are used extensively for dust suppression, irrigation, and land application of waste water."
Wiki1k:wikipedia:42261:22:5,20,used,"This type of system is known to most people as a """"waterreel"""" traveling irrigation sprinkler and they are used extensively for dust suppression, irrigation, and land application of waste water."
Wiki1k:wikipedia:42538288:20:1,4,attempted,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:20:1,6,make,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:20:1,26,attempted,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:20:1,28,simplify,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:20:1,32,returning,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:20:1,44,abandoned,"In 1948 North Korea attempted to make the script perfectly morphophonemic through the addition of new letters, and in 1953 Syngman Rhee in South Korea attempted to simplify the orthography by returning to the colonial orthography of 1921, but both reforms were abandoned after only a few years."
Wiki1k:wikipedia:42538288:26:1,3,counted,"These are also counted as separate letters of the alphabet, as the aspirating stroke is not a letter on its own."
Wiki1k:wikipedia:42538288:26:1,13,aspirating,"These are also counted as separate letters of the alphabet, as the aspirating stroke is not a letter on its own."
Wiki1k:wikipedia:42538288:53:1,5,identified,The 古篆 has never been identified.
Wiki1k:wikipedia:42538288:53:3,3,believes,"However, Ledyard believes 古 gǔ may be a pun on 蒙古 Měnggǔ """"Mongol"""", and that 古篆 is an abbreviation of 蒙古篆字 """"Mongol Seal Script"""", that is, the formal variant of the "" Phags-pa alphabet written to look like the Chinese seal script."
Wiki1k:wikipedia:42538288:53:3,42,written,"However, Ledyard believes 古 gǔ may be a pun on 蒙古 Měnggǔ """"Mongol"""", and that 古篆 is an abbreviation of 蒙古篆字 """"Mongol Seal Script"""", that is, the formal variant of the "" Phags-pa alphabet written to look like the Chinese seal script."
Wiki1k:wikipedia:42538288:53:3,44,look,"However, Ledyard believes 古 gǔ may be a pun on 蒙古 Měnggǔ """"Mongol"""", and that 古篆 is an abbreviation of 蒙古篆字 """"Mongol Seal Script"""", that is, the formal variant of the "" Phags-pa alphabet written to look like the Chinese seal script."
Wiki1k:wikipedia:42538288:53:4,11,including,"There were "" Phags-pa manuscripts in the Korean palace library, including some in the seal-script form, and several of Sejong""s ministers knew the script well."
Wiki1k:wikipedia:42538288:53:4,24,knew,"There were "" Phags-pa manuscripts in the Korean palace library, including some in the seal-script form, and several of Sejong""s ministers knew the script well."
